sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
235,राष्ट्रिय योजना आयोगले २०७९/८० को बजेट प्रस्तुति गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}, {""text"": ""२०७९/८०"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}, {""text"": ""२०७९/८०"", ""type"": ""DATE""}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}, {'text': '२०७९/८०', 'type': 'DATE'}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}, {'text': '२०७९/८०', 'type': 'DATE'}]}"
236,बुटवलमा नयाँ जलविद्युत आयोजना उद्घाटन भयो।,Standard Nepali,"{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}"
237,राष्ट्रियसभाले आगामी सामाजिक सुरक्षा विधेयक पारित गर्यो।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
238,नेपाल पर्यटन बोर्डले पोखरामा नयाँ होटेल प्रमोशन सुरु गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
239,काठमाडौँ–पोखरा राजमार्ग मर्मतको काम सुरु भएको छ।,Standard Nepali,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""राजमार्ग"", ""type"": ""MISC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'राजमार्ग', 'type': 'MISC'}]}"
240,जिल्ला अदालत ललितपुरले नयाँ फैसला सुनायो।,Standard Nepali,"{""entities"": [{""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""जिल्ला अदालत ललितपुर"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'जिल्ला अदालत', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'जिल्ला अदालत ललितपुर', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
241,रोहन आज बुटवल बजारमा किनमेल गर्न गयो।,Standard Nepali,"{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""बुटवल बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'बुटवल बजार', 'type': 'LOC'}]}"
242,सुष्मा पोखराको लेकसाइड घुम्न गइन्।,Standard Nepali,"{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड', 'type': 'LOC'}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड', 'type': 'LOC'}]}"
243,अर्जुन काठमाडौंको ठमेल क्षेत्र भ्रमणमा छ।,Standard Nepali,"{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ठमेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ठमेल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ठमेल', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ठमेल', 'type': 'LOC'}]}"
244,कविता ललितपुरको पाटन दरबार स्क्वायर जाँदैछिन्।,Standard Nepali,"{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}]}"
245,अजय भक्तपुरको दरबार स्क्वायर घुम्न गयो।,Standard Nepali,"{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}"
246,माया जनकपुरधामको जानकी मन्दिर दर्शन गर्न गइन्।,Standard Nepali,"{""entities"": [{""text"": ""माया"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""जानकी मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""माया"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""जानकी मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'माया', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'जानकी मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'माया', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'जानकी मन्दिर', 'type': 'LOC'}]}"
247,विवेक धरानको मेची बजारमा भेटियो।,Standard Nepali,"{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची बजार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची बजार', 'type': 'LOC'}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची बजार', 'type': 'LOC'}]}"
248,सृष्टि झापाको भुलभुले बजारमा किनमेल गर्दैछिन्।,Standard Nepali,"{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""झापा"", ""type"": ""LOC""}, {""text"": ""भुलभुले बजार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""झापा"", ""type"": ""LOC""}, {""text"": ""भुलभुले बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'झापा', 'type': 'LOC'}, {'text': 'भुलभुले बजार', 'type': 'LOC'}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'झापा', 'type': 'LOC'}, {'text': 'भुलभुले बजार', 'type': 'LOC'}]}"
249,निशा नेपालगञ्ज विमानस्थलबाट उडान भर्ने तयारीमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""नेपालगञ्ज"", ""type"": ""LOC""}, {""text"": ""विमानस्थल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""नेपालगञ्ज"", ""type"": ""LOC""}, {""text"": ""विमानस्थल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'नेपालगञ्ज', 'type': 'LOC'}, {'text': 'विमानस्थल', 'type': 'LOC'}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'नेपालगञ्ज', 'type': 'LOC'}, {'text': 'विमानस्थल', 'type': 'LOC'}]}"
250,रोहन लुम्बिनीमा बौद्ध मठ घुम्न गयो।,Standard Nepali,"{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}, {""text"": ""बौद्ध मठ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}, {'text': 'बौद्ध मठ', 'type': 'LOC'}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}]}"
251,अर्पण वीरगन्जको व्यापारिक बजारमा पुगे।,Standard Nepali,"{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'वीरगन्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}"
252,प्रज्ञा चितवन राष्ट्रिय निकुञ्ज भ्रमणमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}"
253,मनिष एभरेस्ट बेस क्याम्प हाइकिङमा सहभागी छ।,Standard Nepali,"{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}"
254,राधिका नाम्चे बजारको हिमालयन होटलमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""राधिका"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""हिमालयन होटल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राधिका"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""हिमालयन होटल"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राधिका', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'हिमालयन होटल', 'type': 'LOC'}]}","{'entities': [{'text': 'राधिका', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'हिमालयन होटल', 'type': 'ORG'}]}"
255,किरण हेटौँडा मेडिकल सेन्टरमा भेटियो।,Standard Nepali,"{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""मेडिकल सेन्टर"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""मेडिकल सेन्टर"", ""type"": ""ORG""}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'मेडिकल सेन्टर', 'type': 'ORG'}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'मेडिकल सेन्टर', 'type': 'ORG'}]}"
256,सीमा पोखराको फेवा ताल घुम्न गइन्।,Standard Nepali,"{""entities"": [{""text"": ""सीमा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सीमा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}","{'entities': [{'text': 'पोखरा', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}"
257,अजय बागलुङको कालिका मन्दिर दर्शन गर्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका मन्दिर', 'type': 'LOC'}]}"
258,सुषान्त काठमाडौंको स्वयम्भूनाथ स्तूपमा पुगे,Standard Nepali,"{""entities"": [{""text"": ""सुषान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुषान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुषान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}]}","{'entities': [{'text': 'सुषान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}]}"
259,रोशनी ललितपुरको राष्ट्रिय संग्रहालय भ्रमणमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""रोशनी"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""राष्ट्रिय संग्रहालय"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोशनी"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""राष्ट्रिय संग्रहालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'रोशनी', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'राष्ट्रिय संग्रहालय', 'type': 'LOC'}]}","{'entities': [{'text': 'रोशनी', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'राष्ट्रिय संग्रहालय', 'type': 'ORG'}]}"
260,विकाश धरानको मेडिकल कलेजमा जाँच गर्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""विकाश"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेडिकल कलेज"", ""type"": ""ORG/LOC""}]}","{""entities"": [{""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेडिकल कलेज"", ""type"": ""ORG""}]}","{'entities': [{'text': 'विकाश', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेडिकल कलेज', 'type': 'ORG/LOC'}]}","{'entities': [{'text': 'धरान', 'type': 'LOC'}, {'text': 'मेडिकल कलेज', 'type': 'ORG'}]}"
261,टिकापुर कर्णाली नदी किनारमा अवस्थित सहर हो।,Standard Nepali,"{""entities"": [{""text"": ""टिकापुर"", ""type"": ""LOC""}, {""text"": ""कर्णाली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""टिकापुर"", ""type"": ""LOC""}, {""text"": ""कर्णाली"", ""type"": ""LOC""}]}","{'entities': [{'text': 'टिकापुर', 'type': 'LOC'}, {'text': 'कर्णाली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'टिकापुर', 'type': 'LOC'}, {'text': 'कर्णाली', 'type': 'LOC'}]}"
262,नाम्चे बजार सगरमाथा क्षेत्रमा पर्ने प्रसिद्ध स्थान हो।,Standard Nepali,"{""entities"": [{""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}","{'entities': [{'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}"
263,भीमदत्त नगर सुदूरपश्चिम प्रदेशको महत्वपूर्ण केन्द्र हो।,Standard Nepali,"{""entities"": [{""text"": ""भीमदत्त नगर"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भीमदत्त नगर"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भीमदत्त नगर', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'भीमदत्त नगर', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}"
264,अरनिको राजमार्ग काठमाडौँलाई उत्तरी सिमानासँग जोड्छ।,Standard Nepali,"{""entities"": [{""text"": ""अरनिको राजमार्ग"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अरनिको राजमार्ग"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अरनिको राजमार्ग', 'type': 'LOC'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}","{'entities': [{'text': 'अरनिको राजमार्ग', 'type': 'LOC'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}"
265,धनुषाधाम धार्मिक आस्थाका लागि चिनिने स्थल हो।,Standard Nepali,"{""entities"": [{""text"": ""धनुषाधाम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""धनुषाधाम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'धनुषाधाम', 'type': 'LOC'}]}","{'entities': [{'text': 'धनुषाधाम', 'type': 'LOC'}]}"
266,कालीकोट पहाडी भूगोल भएको जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""कालीकोट"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कालीकोट"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कालीकोट', 'type': 'LOC'}]}","{'entities': [{'text': 'कालीकोट', 'type': 'LOC'}]}"
267,चन्द्रगिरि डाँडा काठमाडौँ उपत्यकाको दृश्यावलोकनका लागि प्रसिद्ध छ।,Standard Nepali,"{""entities"": [{""text"": ""चन्द्रगिरि डाँडा"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ उपत्यका"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""चन्द्रगिरि डाँडा"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ उपत्यका"", ""type"": ""LOC""}]}","{'entities': [{'text': 'चन्द्रगिरि डाँडा', 'type': 'LOC'}, {'text': 'काठमाडौँ उपत्यका', 'type': 'LOC'}]}","{'entities': [{'text': 'चन्द्रगिरि डाँडा', 'type': 'LOC'}, {'text': 'काठमाडौँ उपत्यका', 'type': 'LOC'}]}"
268,त्रिशूली नदी हिमाली क्षेत्रबाट उत्पत्ति भएको हो।,Standard Nepali,"{""entities"": [{""text"": ""त्रिशूली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""त्रिशूली नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'त्रिशूली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'त्रिशूली नदी', 'type': 'LOC'}]}"
269,सिराहा तराई क्षेत्रमा पर्ने जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""सिराहा"", ""type"": ""LOC""}]}","{""entities"": []}","{'entities': [{'text': 'सिराहा', 'type': 'LOC'}]}",{'entities': []}
270,बझाङ सुदूरपश्चिमको दुर्गम पहाडी जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""बझाङ"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बझाङ"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बझाङ', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम', 'type': 'LOC'}]}","{'entities': [{'text': 'बझाङ', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम', 'type': 'LOC'}]}"
271,प्यूठान ऐतिहासिक र सांस्कृतिक महत्व बोकेको क्षेत्र हो।,Standard Nepali,"{""entities"": [{""text"": ""प्यूठान"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्यूठान"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्यूठान', 'type': 'LOC'}]}","{'entities': [{'text': 'प्यूठान', 'type': 'LOC'}]}"
272,हलेसी महादेव धार्मिक यात्राका लागि प्रसिद्ध छ।,Standard Nepali,"{""entities"": [{""text"": ""हलेसी महादेव"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""हलेसी महादेव"", ""type"": ""LOC""}]}","{'entities': [{'text': 'हलेसी महादेव', 'type': 'LOC'}]}","{'entities': [{'text': 'हलेसी महादेव', 'type': 'LOC'}]}"
273,कालापत्थर हिमाली दृश्यका लागि परिचित स्थान हो।,Standard Nepali,"{""entities"": [{""text"": ""कालापत्थर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कालापत्थर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कालापत्थर', 'type': 'LOC'}]}","{'entities': [{'text': 'कालापत्थर', 'type': 'LOC'}]}"
274,बुटवल पश्चिम नेपालको प्रमुख व्यापारिक केन्द्र हो।,Standard Nepali,"{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""पश्चिम नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}, {'text': 'पश्चिम नेपाल', 'type': 'LOC'}]}"
275,रोल्पा पहाडी भूभागमा फैलिएको जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""रोल्पा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोल्पा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रोल्पा', 'type': 'LOC'}]}","{'entities': [{'text': 'रोल्पा', 'type': 'LOC'}]}"
276,मेची नदी पूर्वी सिमानाबाट बग्ने नदी हो।,Standard Nepali,"{""entities"": [{""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मेची नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'मेची नदी', 'type': 'LOC'}]}"
277,खैरहनी चितवन जिल्लाको नगर क्षेत्र हो।,Standard Nepali,"{""entities"": [{""text"": ""खैरहनी"", ""type"": ""LOC""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""खैरहनी"", ""type"": ""LOC""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खैरहनी', 'type': 'LOC'}, {'text': 'चितवन', 'type': 'LOC'}]}","{'entities': [{'text': 'खैरहनी', 'type': 'LOC'}, {'text': 'चितवन', 'type': 'LOC'}]}"
278,ढोरपाटन शिकार आरक्षका रूपमा चिनिन्छ।,Standard Nepali,"{""entities"": [{""text"": ""ढोरपाटन"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""ढोरपाटन"", ""type"": ""LOC""}, {""text"": ""शिकार आरक्ष"", ""type"": ""MISC""}]}","{'entities': [{'text': 'ढोरपाटन', 'type': 'LOC'}]}","{'entities': [{'text': 'ढोरपाटन', 'type': 'LOC'}, {'text': 'शिकार आरक्ष', 'type': 'MISC'}]}"
