sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
232,"राष्ट्रिय खेलकुद परिषद्लेनौलो  खेलकुद प्रतियोगिता घोषणा गर्याको  छ।
",Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय खेलकुद परिषद्"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय खेलकुद परिषद्"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय खेलकुद परिषद्', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय खेलकुद परिषद्', 'type': 'ORG'}]}"
233,"वीरगन्जमा नौलो  व्यापारिक कम्प्लेक्स उद्घाटन भयो।
",Achhami Dialect,"{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}"
234,"भारतीय दूतावासले काठमाडौंमानौलो  सांस्कृतिक कार्यक्रम आयोजना गर्यो।
",Achhami Dialect,"{""entities"": [{""text"": ""भारतीय दूतावास"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भारतीय दूतावास"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भारतीय दूतावास', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'भारतीय दूतावास', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}"
235,"राष्ट्रिय योजना आयोगले २०७९/८० को बजेट प्रस्तुति गर्याको  छ।
",Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}, {""text"": ""२०७९/८०"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}, {""text"": ""२०७९/८०"", ""type"": ""DATE""}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}, {'text': '२०७९/८०', 'type': 'DATE'}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}, {'text': '२०७९/८०', 'type': 'DATE'}]}"
236,"बुटवलमा नौलो  जलविद्युत आयोजना उद्घाटन भयो।
",Achhami Dialect,"{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}"
237,"राष्ट्रियसभाले आगामी सामाजिक सुरक्षा विधेयक पारित गर्यो।
",Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
238,"नेपाल पर्यटन बोर्डले पोखरामा नौलो  होटेल प्रमोशन सुरु गर्याको  छ।
",Achhami Dialect,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
239,"काठमाडौँ–पोखरा राजमार्ग मर्मतको काम सुरु हुन्या भयाको  छ।
",Achhami Dialect,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""राजमार्ग"", ""type"": ""MISC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'राजमार्ग', 'type': 'MISC'}]}"
240,"जिल्ला अदालत ललितपुरलेनौलो  फैसला सुनायो।
",Achhami Dialect,"{""entities"": [{""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""जिल्ला अदालत ललितपुर"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'जिल्ला अदालत', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'जिल्ला अदालत ललितपुर', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
241,"रोहन आज बुटवल बजारमा किनमेल गर्न गयो।
",Achhami Dialect,"{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""बुटवल बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'बुटवल बजार', 'type': 'LOC'}]}"
242,"सुष्मा पोखराको लेकसाइड घुम्न गइ।
",Achhami Dialect,"{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड', 'type': 'LOC'}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड', 'type': 'LOC'}]}"
243,"अर्जुन काठमाडौंको ठमेल ठौर घुमफेरमा  छ।
",Achhami Dialect,"{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ठमेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ठमेल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ठमेल', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ठमेल', 'type': 'LOC'}]}"
244,"कविता ललितपुरको पाटन दरबार स्क्वायर जाँदैछ।
",Achhami Dialect,"{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}]}"
245,"अजय भक्तपुरको दरबार स्क्वायर घुम्न गयो।
",Achhami Dialect,"{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}"
246,"माया जनकपुरधामको जानकी मन्दिर दर्शन गर्न गइ।
",Achhami Dialect,"{""entities"": [{""text"": ""माया"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""जानकी मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""जानकी मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'माया', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'जानकी मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'जानकी मन्दिर', 'type': 'LOC'}]}"
247,"विवेक धरानको मेची बजारमा भेट्यो ।
",Achhami Dialect,"{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची बजार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची बजार', 'type': 'LOC'}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची बजार', 'type': 'LOC'}]}"
248,"सृष्टि झापाको भुलभुले बजारमा किनमेल गर्दैछ।
",Achhami Dialect,"{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""झापा"", ""type"": ""LOC""}, {""text"": ""भुलभुले बजार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""झापा"", ""type"": ""LOC""}, {""text"": ""भुलभुले बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'झापा', 'type': 'LOC'}, {'text': 'भुलभुले बजार', 'type': 'LOC'}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'झापा', 'type': 'LOC'}, {'text': 'भुलभुले बजार', 'type': 'LOC'}]}"
249,"निशा नेपालगञ्ज विमानस्थलबाट उडान भर्ने तयारीमा छ।
",Achhami Dialect,"{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""नेपालगञ्ज"", ""type"": ""LOC""}, {""text"": ""विमानस्थल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""नेपालगञ्ज"", ""type"": ""LOC""}, {""text"": ""विमानस्थल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'नेपालगञ्ज', 'type': 'LOC'}, {'text': 'विमानस्थल', 'type': 'LOC'}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'नेपालगञ्ज', 'type': 'LOC'}, {'text': 'विमानस्थल', 'type': 'LOC'}]}"
250,"रोहन लुम्बिनीमा बौद्ध मठ घुम्न गयो।
",Achhami Dialect,"{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}, {""text"": ""बौद्ध मठ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}, {'text': 'बौद्ध मठ', 'type': 'LOC'}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}]}"
251,"अर्पण वीरगन्जको व्यापारिक बजारमा पुगे।
",Achhami Dialect,"{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'वीरगन्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}"
252,"प्रज्ञा चितवन राष्ट्रिय निकुञ्ज भ्रमणमा छ।
",Achhami Dialect,"{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}"
253,"मनिष एभरेस्ट बेस क्याम्प हाइकिङमा सहभागी छ।
",Achhami Dialect,"{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}"
254,"राधिका नाम्चे बजारको हिमालयन होटलमा छ।
",Achhami Dialect,"{""entities"": [{""text"": ""राधिका"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""हिमालयन होटल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राधिका"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""हिमालयन होटल"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राधिका', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'हिमालयन होटल', 'type': 'LOC'}]}","{'entities': [{'text': 'राधिका', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'हिमालयन होटल', 'type': 'ORG'}]}"
255,"किरण हेटौँडा मेडिकल सेन्टरमा भेटियो।
",Achhami Dialect,"{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""मेडिकल सेन्टर"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""मेडिकल सेन्टर"", ""type"": ""ORG""}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'मेडिकल सेन्टर', 'type': 'ORG'}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'मेडिकल सेन्टर', 'type': 'ORG'}]}"
256,सीमा पोखराको फेवा ताल घुम्न गइ |,Achhami Dialect,"{""entities"": [{""text"": ""सीमा"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सीमा', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}","{'entities': [{'text': 'पोखरा', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}"
257,"अजय बागलुङको कालिका मन्दिर दर्शन गर्दैछ।
",Achhami Dialect,"{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका मन्दिर', 'type': 'LOC'}]}"
258,"सुषान्त काठमाडौंको स्वयम्भूनाथ स्तूपमा 
पुग्यो ",Achhami Dialect,"{""entities"": [{""text"": ""सुषान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुषान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुषान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}]}","{'entities': [{'text': 'सुषान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}]}"
259,रोशनी ललितपुरको राष्ट्रिय संग्रहालय भ्रमणमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""रोशनी"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""राष्ट्रिय संग्रहालय"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रोशनी"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""राष्ट्रिय संग्रहालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'रोशनी', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'राष्ट्रिय संग्रहालय', 'type': 'LOC'}]}","{'entities': [{'text': 'रोशनी', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'राष्ट्रिय संग्रहालय', 'type': 'ORG'}]}"
260,"विकाश धरानको मेडिकल कलेजमा जाँच गर्दैछ।
",Achhami Dialect,"{""entities"": [{""text"": ""विकाश"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेडिकल कलेज"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेडिकल कलेज"", ""type"": ""ORG""}]}","{'entities': [{'text': 'विकाश', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेडिकल कलेज', 'type': 'ORG'}]}","{'entities': [{'text': 'धरान', 'type': 'LOC'}, {'text': 'मेडिकल कलेज', 'type': 'ORG'}]}"
261,टिकापुर कर्णाली घाटका छालमा पडड़ो छ ।,Achhami Dialect,"{""entities"": [{""text"": ""टिकापुर"", ""type"": ""LOC""}, {""text"": ""कर्णाली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""टिकापुर"", ""type"": ""LOC""}, {""text"": ""कर्णाली"", ""type"": ""LOC""}]}","{'entities': [{'text': 'टिकापुर', 'type': 'LOC'}, {'text': 'कर्णाली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'टिकापुर', 'type': 'LOC'}, {'text': 'कर्णाली', 'type': 'LOC'}]}"
262,नाम्चे बजार सगरमाथाको ठौरमा पड्नया निक्कै ठौर हो।,Achhami Dialect,"{""entities"": [{""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}","{'entities': [{'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}"
263,भीमदत्त नगर सुदूरपश्चिम प्रदेशको मुख्या ठौर हो।,Achhami Dialect,"{""entities"": [{""text"": ""भीमदत्त नगर"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भीमदत्त नगर"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भीमदत्त नगर', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'भीमदत्त नगर', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}"
264,अरनिको बाटो काठमाडौँलाई उत्तरी सिमानासँग जोडड़ो छ ।,Achhami Dialect,"{""entities"": [{""text"": ""अरनिको राजमार्ग"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अरनिको"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अरनिको राजमार्ग', 'type': 'LOC'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}","{'entities': [{'text': 'अरनिको', 'type': 'LOC'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}"
265,धनुषाधाम धर्म  मान्याका लागि चिन्न्याको ठौर हो।,Achhami Dialect,"{""entities"": [{""text"": ""धनुषाधाम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""धनुषाधाम"", ""type"": ""LOC""}, {""text"": ""चिन्न्या"", ""type"": ""LOC""}]}","{'entities': [{'text': 'धनुषाधाम', 'type': 'LOC'}]}","{'entities': [{'text': 'धनुषाधाम', 'type': 'LOC'}, {'text': 'चिन्न्या', 'type': 'LOC'}]}"
266,कालीकोट पहाड भयाको  जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""कालीकोट"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कालीकोट"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कालीकोट', 'type': 'LOC'}]}","{'entities': [{'text': 'कालीकोट', 'type': 'LOC'}]}"
267,चन्द्रगिरि डाँडोबाट काठमाडौँ ठाउँ निक्कै राम्रो धेकिदो जन्यन्को छ।,Achhami Dialect,"{""entities"": [{""text"": ""चन्द्रगिरि डाँडा"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ उपत्यका"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""चन्द्रगिरि"", ""type"": ""LOC""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'चन्द्रगिरि डाँडा', 'type': 'LOC'}, {'text': 'काठमाडौँ उपत्यका', 'type': 'LOC'}]}","{'entities': [{'text': 'चन्द्रगिरि', 'type': 'LOC'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}"
268,त्रिशूली नदी हिमाली ठाउँबाट निक्ल्याको हो।,Achhami Dialect,"{""entities"": [{""text"": ""त्रिशूली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""त्रिशूली नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'त्रिशूली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'त्रिशूली नदी', 'type': 'LOC'}]}"
269,सिराहा तराई ठाउँमा  पद्न्या जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""सिराहा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सिराहा"", ""type"": ""LOC""}, {""text"": ""पद्न्या"", ""type"": ""LOC""}, {""text"": ""जिल्ला"", ""type"": ""MISC""}]}","{'entities': [{'text': 'सिराहा', 'type': 'LOC'}]}","{'entities': [{'text': 'सिराहा', 'type': 'LOC'}, {'text': 'पद्न्या', 'type': 'LOC'}, {'text': 'जिल्ला', 'type': 'MISC'}]}"
270,बझाङ सुदूरपश्चिमको दुर्गम पहाडी जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""बझाङ"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बझाङ"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बझाङ', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम', 'type': 'LOC'}]}","{'entities': [{'text': 'बझाङ', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम', 'type': 'LOC'}]}"
271,प्यूठान ऐतिहासिक र सांस्कृतिक महत्व बोक्याको  ठाउँ  हो।,Achhami Dialect,"{""entities"": [{""text"": ""प्यूठान"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्यूठान"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्यूठान', 'type': 'LOC'}]}","{'entities': [{'text': 'प्यूठान', 'type': 'LOC'}]}"
272,हलेसी महादेव धार्मिक घुम्नन लागि जान्यको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""हलेसी महादेव"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""हलेसी महादेव"", ""type"": ""LOC""}]}","{'entities': [{'text': 'हलेसी महादेव', 'type': 'LOC'}]}","{'entities': [{'text': 'हलेसी महादेव', 'type': 'LOC'}]}"
273,कालापत्थर हिमाल हेर्नका लागि निक्कै राम्रो ठौर हो।,Achhami Dialect,"{""entities"": [{""text"": ""कालापत्थर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कालापत्थर"", ""type"": ""LOC""}, {""text"": ""हिमाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कालापत्थर', 'type': 'LOC'}]}","{'entities': [{'text': 'कालापत्थर', 'type': 'LOC'}, {'text': 'हिमाल', 'type': 'LOC'}]}"
274,बुटवल पश्चिम नेपालको जान्यको व्यापारिक केन्द्र हो।,Achhami Dialect,"{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""पश्चिम नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}, {'text': 'पश्चिम नेपाल', 'type': 'LOC'}]}"
